Company,Strategy,Investment Approach,AUM (INR Cr.),1 Month,3 Month,6 Month,1 Year,2 Year,3 Year,4 Year,5 Year,Since Inception
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,Select Sector Portfolio,440.02002,4.61,-0.67,12.51,7.35,28.44,25.64,19.9,30.8,17.32
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,Benchmark: S and P BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,13
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,Select Sector Portfolio NR,53.52202,4.1,-0.86,12.12,3.41,23.59,20.56,16.32,27.72,16.01
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,Benchmark: S and P BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,13
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,SELECT SECTOR PORTFOLIO STP,20.90047,4.64,-0.56,12.69,7.67,26.73,24.35,18.89,29.82,17.96
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,Benchmark: S and P BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,15.02
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,Top 200 Core Equity Portfolio,44.77098,4.7,3.13,5.53,1.44,15.77,13.65,11.86,19.22,12.85
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,12.81
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,Top 200 Core Equity Portfolio NR,20.29373,4.8,3.35,5.91,2.08,16.11,14.21,12.65,19.91,12.51
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,12.63
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,TOP 200 CORE EQUITY PORTFOLIO STP,33.36231,4.76,3.24,5.6,1.67,14.9,12.88,11.49,18.76,14.84
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,14.24
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,,,,,,,,,,,
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,APJ,808.99,3.36,0.45,10.6,1.22,15.22,20.42,14.35,26.1,21.11
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,Benchmark: S and PBSE500TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,14.95
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,BCAD,291.81,2.44,-0.62,6.45,0.71,10.94,12.98,9.14,19.95,14.59
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,Benchmark: S and PBSE500TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,14.32
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,BCAD BREAKOUT 20,2560.57,1.76,-1.54,5.51,-1.89,11.83,12.66,0,0,13.31
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,Benchmark: S and PBSE500TRI,,4.27,3.72,8.33,5.32,19.63,16.2,0,0,12.49
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,BLENDED- RANGOLI,14241.73,2.12,-0.85,5.19,-0.05,13.49,13.51,10.44,21.71,19.16
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,Benchmark: S and PBSE500TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,14.42
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,INDIVIDUALLY MANAGED ACCOUNTS,23.73,3,-0.15,0.12,0,0,0,0,0,0
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,Benchmark: S and PBSE500TRI,,4.27,3.72,8.33,0,0,0,0,0,14.89
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,INSIDER SHADOW STRATEGY,177.98,3.94,-0.17,7.82,-4.72,8.56,9.92,8.15,18.89,14.49
UNIFI CAPITAL PRIVATE LIMITED INP000000613,EQUITY,Benchmark: S and PBSE500TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,13.17
AXIS SECURITIES LIMITED INP000000654,EQUITY,,,,,,,,,,,
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES ALPHASENSE AI,11.77432,0.55615,-0.49768,-1.37491,-13.09501,9.69796,0,0,0,7.94697
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,0,0,0,17.91064
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES CONTRARIAN,15.51918,1.57097,-0.47385,4.20267,-1.95294,24.5336,23.78734,18.37775,0,21.10375
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,16.20345,13.00396,0,18.34107
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES CUSTOMIZED,598.02303,2.2047,0.79748,7.98541,0.55945,18.94513,18.6041,15.06413,19.71639,17.16128
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,16.20345,13.00396,21.06118,19.21638
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES ETHICAL,32.88384,-0.02331,-3.34677,-0.31965,-7.89239,14.48664,14.1936,0,0,13.30256
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,16.20345,0,0,16.79149
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES GROWAN,10.09292,2.06171,-1.59737,3.66056,3.69904,16.82425,17.67193,14.78275,0,16.8223
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,16.20345,13.00396,0,14.99896
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES KAIZEN,547.51552,3.45469,-3.37605,1.29287,-8.30756,18.98991,0,0,0,20.37591
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,0,0,0,18.51968
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES MF MAXIMIZER EQUITY,0,0,0,0,0,-66.87065,-50.95042,-41.68899,0,-38.60415
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,16.20345,13.00396,0,14.36083
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES PURE CONTRA,2256.53907,1.49189,-0.67417,3.99215,-2.06029,20.01335,20.75585,17.76925,0,22.69828
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,16.20345,13.00396,0,18.75974
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES PURE GROWTH,1007.01636,2.42253,-0.95396,4.25039,3.68907,16.8489,18.85847,15.64861,0,18.63449
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,16.20345,13.00396,0,16.27148
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES PURE LIQUID-C,4.24332,0.34665,1.09455,2.6567,6.28396,6.56601,0,0,0,6.47137
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,0,0,0,16.81277
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES PURE LIQUID-G,3.23843,0.43096,1.29176,2.83381,6.46265,6.6717,0,0,0,6.58506
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,0,0,0,16.81277
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES PURE LIQUID-K,0.77068,0.42511,1.30908,3.05294,6.70233,0,0,0,0,6.33652
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,0,0,0,0,12.73996
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES RETIREMENT,2.48656,3.0942,1.03188,3.08838,1.25058,14.10988,9.99177,8.88127,0,9.75478
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: BSE500(TRI),,4.27386,3.71928,8.32865,5.32493,19.62614,16.20345,13.00396,0,14.25104
AXIS SECURITIES LIMITED INP000000654,EQUITY,AXIS SECURITIES SELECT NIFTY 50,9.78662,3.24285,4.36251,6.78491,10.53038,19.46124,14.0228,11.75294,18.32974,12.5753
AXIS SECURITIES LIMITED INP000000654,EQUITY,Benchmark: NIFTY 50 TRI,,4.61685,4.149,6.68707,7.58791,17.51607,13.90866,11.16657,18.58643,14.27259
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,,,,,,,,,,,
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Focused Opportunities Strategy.,63.75186,5.3,-4.01,8.68,-2.54,26.03,27.99,21.62,31.93,19.52
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,19.61,16.19,12.99,21.05,13.37
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,HOCKEY STICK LARGE CAP STRATEGY,12.20481,6.17,9.89,15.37,13.06,0,0,0,0,27.35
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,0,0,0,0,12.21
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,HOCKEY STICK MULTI CAP STRATEGY,36.54721,3.86,4.68,11.66,-12.77,0,0,0,0,2.73
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,0,0,0,0,10.62
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,INDIA GROWTH STRATEGY,282.39092,4.95,-0.89,11.68,-6.42,0,0,0,0,20.22
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,0,0,0,0,19.64
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Liquid Strategy,210.11257,0.42,1.2,2.43,5.08,5.78,5.86,5.36,4.84,4.97
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: Crisil Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,7.52
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,MICROCAP MULTIFACTOR STRATEGY,3.51206,1.1,-1.45,13.79,0,0,0,0,0,7.36
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,0,0,0,0,0,11.59
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Motilal Oswal Ethical Strategy,74.4871,2,3.6,13.33,-4.78,16.59,16.71,11.18,0,13.37
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,19.61,16.19,12.99,0,14.78
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,MOTILAL OSWAL FOUNDERS PORTFOLIO,3579.39308,3.23,1.35,12.19,-0.55,25,0,0,0,32.38
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,19.61,0,0,0,22.03
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,MOTILAL OSWAL LARGE CAP MOMENTUM STRATEGY,1.24579,1.45,4.94,11.16,-1.77,0,0,0,0,8.51
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: NIFTY 50 TR,,4.62,4.15,6.69,7.59,0,0,0,0,13.03
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Motilal Oswal Mid to Mega Strategy,1992.70272,7.36,0.54,11.6,-0.92,22.75,25.34,14.1,23.15,24.11
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,19.61,16.19,12.99,21.05,17.34
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Motilal Oswal Midcap Multifactor Equity Strategy,1.74328,4.76,2.01,8.09,-1.8,22.93,25.28,16.74,0,16.9
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,19.61,16.19,12.99,0,12.49
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Motilal Oswal Multifactor Equity Strategy,73.90432,2.46,0.98,3.92,-5.1,18.31,20.08,11.79,0,15.39
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,19.61,16.19,12.99,0,16.61
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,MOTILAL OSWAL SMALL CAP MULTIFACTOR STRATEGY,4.46185,3.14,-2.53,11.95,-9.28,16.23,21.53,0,0,23.95
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,19.61,16.19,0,0,18.71
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Next Trillion Dollar Opportunity Strategy,5021.29918,4.4,0.13,10.31,-3.75,16.01,13.29,8.02,16.08,14.59
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,19.61,16.19,12.99,21.05,12.13
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Value Migration Strategy,3635.88477,3.04,1.08,14.03,1.3,24.95,23.83,17.63,22.58,19.77
MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED INP000000670,EQUITY,Benchmark: S and P BSE 500 TR,,4.27,3.72,8.33,5.32,19.61,16.19,12.99,21.05,17.82
EQUITY INTELLIGENCE INDIA PVT. LTD. INP000000787,EQUITY,,,,,,,,,,,
EQUITY INTELLIGENCE INDIA PVT. LTD. INP000000787,EQUITY,Value Investing,1445.17,2.18,-5.16,-4.54,-23.81,1.81,9.33,9.85,23.27,18.85
EQUITY INTELLIGENCE INDIA PVT. LTD. INP000000787,EQUITY,Benchmark: NIFTY 50,,4.62,4.15,6.69,7.59,17.5,13.9,11.14,18.56,17.03
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,,,,,,,,,,,
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,GLOBAL INDIA PORTFOLIO,1.8082,0.31,-3.35,12.04,-2.98,7.71,10.23,6.91,10.31,6.18
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: S and P CNX Nifty,,0.25,-2.69,10.21,-0.71,12.4,12.77,8.53,15.97,11.06
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,KALPAVRUKSHA MODERATE SCHEME,4.3527,1.5,1.6,9.62,6.33,13.76,0,0,0,14.75
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: NIFTY 50 Hybrid Composite Debt 40:60 Index,,2.18,2.44,4.66,7.91,0,10.27,0,0,8.24
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,KALPAVRUKSHA ULTRA CONSERVATIVE SCHEME,0.6611,0.52,1.2,3.73,7.04,7.6,0,0,0,7.46
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: NIFTY Short Duration G-Sec Index,,0.28,0.35,3.42,8.56,9.25,0,0,0,8.49
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,WEALTH DOMINION,1.1603,2.16,-4.19,13.49,2.12,14.15,12.59,0,0,8.98
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: S and P CNX 500,,0.22,-2.73,11.95,-2.49,15.12,15.08,0,0,14.32
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,WEALTH FLEXI FUND,3.7395,0.55,-0.46,4.85,2.69,9.87,9.16,5.48,6.44,-100
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: S and P CNX Nifty,,0.25,-2.69,10.21,-0.71,12.4,12.77,8.53,15.97,13.28
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,WEALTH FOCUS,4.7003,3.13,-2.49,9.7,-0.66,7.29,6.38,1.44,8.34,8
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: S and P CNX Nifty,,0.25,-2.69,10.21,-0.71,12.4,12.77,8.53,15.97,12.88
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,WEALTH FOCUS AXIS,29.2439,3.58,-2.41,13.09,2.97,16.34,13.58,7.13,13.58,12.01
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: S and P CNX Nifty,,0.25,-2.69,10.21,-0.71,12.4,12.77,8.53,15.97,12.88
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,WEALTH OPTIMISER ( AGGRESSIVE SCHEME)1,0.6131,0.16,-6.83,11.25,-4.83,6.59,8.66,3.36,8.36,0.07
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: S and P CNX Nifty,,0.25,-2.69,10.21,-0.71,12.4,12.77,8.53,15.97,10.99
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,WEALTH OPTIMISER (AGGRESSIVE GROWTH),0,0,0,0,0,0,0,0,0,0
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: S and P CNX Nifty,,0,0,0,0,0,0,0,0,0
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,WEALTH OPTIMISER AGGRESIVE GROWTH AXIS,1.4709,3.63,-2.86,12.96,-2.31,7.57,12.82,8.09,12.8,92.87
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: S and P CNX Nifty,,0.25,-2.69,10.21,-0.71,12.4,12.77,8.53,15.97,12.24
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,WEALTH SPIRAL ( DYNAMIC SCHEME) 2,0.1269,-0.47,-8.68,13.66,-21.15,-2.75,10.64,3.51,9.47,4.78
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: S and P CNX Nifty,,0.25,-2.69,10.21,-0.71,12.4,12.77,8.53,15.97,10.05
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,WEALTH SPIRAL DYNAMIC PORTFOLIO AXIS,0,0,0,0,0,0,0,0,0,0
WAY2WEALTH BROKERS PRIVATE LTD. INP000000829,EQUITY,Benchmark: S and P CNX Nifty,,0,0,0,0,0,0,0,0,0
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,,,,,,,,,,,
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Kotak Equity Portfolio Investment approach,0.97,3.29,1.14,3.92,1.07,17.86,15.05,0,0,16.99
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.5,13.9,0,0,13.15
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Kotak Evolv Equity Investment Approach,76.03,4.27,2.8,6.68,0.77,0,0,0,0,5.1
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,0,0,0,0,10.45
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Kotak FinTech Investment Approach,20.85,9.97,7.32,7.58,-3.6,10.7,10.91,5.91,15.48,12.14
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.5,13.9,11.16,18.57,14.46
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Kotak India Focus Portfolio Investment Approach,788.21,4.1,3.4,9.41,5.72,21.58,19.75,14.27,25.94,15.53
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.5,13.9,11.16,18.57,13.98
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Kotak India Focus Portfolio Investment Approach Customised,8.07,3.65,3.02,11.11,-13.42,8.5,11.45,9.74,20.13,9.08
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.5,13.9,11.16,18.57,12.63
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Kotak Pharma and Healthcare Investment approach,23.56,4.55,3.89,10.46,4.03,24.13,20.04,12.86,17.46,13.65
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.5,13.9,11.16,18.57,13.84
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Kotak Small and Midcap Equity Investment Approach,46.77,3.17,0.66,10.62,-5.66,12.19,13.49,10.01,21.14,16.13
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.5,13.9,11.16,18.57,13.96
SBI FUNDS MANAGEMENT LIMITED INP000000852,EQUITY,,,,,,,,,,,
SBI FUNDS MANAGEMENT LIMITED INP000000852,EQUITY,SBI Aeon Alpha Portfolio,681.635,4.06,-0.42,4.98,-8.36,10.96,15.46,0,0,13.37
SBI FUNDS MANAGEMENT LIMITED INP000000852,EQUITY,Benchmark: Nifty50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,0,0,11.68
SBI FUNDS MANAGEMENT LIMITED INP000000852,EQUITY,SBI ESG Portfolio (formerly known as SBI Growth With Values Portfolio),666.383,3.73,0.5,4.83,-1.33,14.68,12.6,12.53,23.77,15.08
SBI FUNDS MANAGEMENT LIMITED INP000000852,EQUITY,Benchmark: Nifty50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,14.24
SBI FUNDS MANAGEMENT LIMITED INP000000852,EQUITY,SBI Liquid Portfolio,7.494,0.46,1.21,2.5,5.18,4.44,0,0,0,4.55
SBI FUNDS MANAGEMENT LIMITED INP000000852,EQUITY,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.28,8.47,0,0,0,7.2
SBI FUNDS MANAGEMENT LIMITED INP000000852,EQUITY,SBI Sunrise Gold,2.159,3.28,7,9.28,9.3,17.43,14.71,11.88,21.2,11.17
SBI FUNDS MANAGEMENT LIMITED INP000000852,EQUITY,Benchmark: NSE Multi Assets Index,,2.58,3.49,7.58,8.01,15.51,12.74,10.64,14.66,10.45
SBI FUNDS MANAGEMENT LIMITED INP000000852,EQUITY,SBI Sunrise Silver,0.351,2.15,6.69,8.59,11.08,14.66,12.4,9.93,22.21,11.24
SBI FUNDS MANAGEMENT LIMITED INP000000852,EQUITY,Benchmark: NSE Multi Assets Index,,2.58,3.49,7.58,8.01,15.51,12.74,10.64,14.66,10.51
BELLWETHER CAPITAL PRIVATE LIMITED INP000000910,EQUITY,,,,,,,,,,,
BELLWETHER CAPITAL PRIVATE LIMITED INP000000910,EQUITY,Bellwether Long Term Growth,2881.67507,3.75,-1.34,5.63,-1.22,15.2,20.06,15.36,24.68,22.82
BELLWETHER CAPITAL PRIVATE LIMITED INP000000910,EQUITY,Benchmark: BSE500TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,15.07
ZEN WEALTH MANAGEMENT SERVICES LIMITED INP000000936,EQUITY,,,,,,,,,,,
ZEN WEALTH MANAGEMENT SERVICES LIMITED INP000000936,EQUITY,Emerging Opportunities Strategy,166.77,5.06,5.31,17.37,7.14,21.03,28.7,27,0,43.93
ZEN WEALTH MANAGEMENT SERVICES LIMITED INP000000936,EQUITY,Benchmark: BSE500TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,0,19.36
ZEN WEALTH MANAGEMENT SERVICES LIMITED INP000000936,EQUITY,Focused Strategy,21.13,13.85,19.74,21.85,16.28,0,0,0,0,10.47
ZEN WEALTH MANAGEMENT SERVICES LIMITED INP000000936,EQUITY,Benchmark: BSE500TRI,,4.27,3.72,8.33,5.32,0,0,0,0,3.27
ZEN WEALTH MANAGEMENT SERVICES LIMITED INP000000936,EQUITY,Multicap Strategy,290.43,4.31,1.83,8.25,2.02,14.9,17.76,14.31,25.14,14.92
ZEN WEALTH MANAGEMENT SERVICES LIMITED INP000000936,EQUITY,Benchmark: BSE500TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,15.07
BONANZA PORTFOLIO LIMITED INP000000985,EQUITY,,,,,,,,,,,
BONANZA PORTFOLIO LIMITED INP000000985,EQUITY,BONANZA AEGIS,87.43,4.06,1.68,4.38,-7.88,19.47,22.06,0,0,23
BONANZA PORTFOLIO LIMITED INP000000985,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,17.53,13.91,0,0,15.61
BONANZA PORTFOLIO LIMITED INP000000985,EQUITY,BONANZA EDGE,99.13,3.11,1.78,10.41,-4.66,16.6,24.29,19.98,34.37,19.82
BONANZA PORTFOLIO LIMITED INP000000985,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,17.53,13.91,11.17,18.58,15.46
BONANZA PORTFOLIO LIMITED INP000000985,EQUITY,BONANZA GROWTH,26.45,3.42,7.2,9.38,4.09,14.76,13.65,10.52,16.88,17.18
